"placette";"date";"heure_debut";"heure_fin";"rq_placette";"transect";"rq_transect";"pts_libres_15m";"pts_libres_25m";"arbustive_15m";"arbustive_25m";"arboree_15m";"arboree_25m";"BMS_classe_diametre.cm";"BMS_sd_saprox";"BMS_sp";"BMS_contact_sol";"quart";"rq_quart";"Cat_arbre";"note_DEPERIS";"BM";"MR";"diam";"BMP_sd_saprox";"BMP_sp";"H_arbre_mort.m";"code_DMH";"code_DMH2";"code_DMH3";"code_DMH4";"code_DMH5";"code_DMH6";"code_DMH7";"code_DMH8";"code_DMH9";"quart_abg";"num_arbre"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Nord";"";4;NA;1;0;1;1;"5";3;"CHE";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;30;NA;"charme";NA;"SE13t";"";"";"";"";"";"";"";"";"NE";"T_43_NE.2"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"T_43_2";"D";NA;NA;77;NA;"";24.5;"";"";"";"";"";"";"";"";"";"ES";"T_43_2"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;20;NA;"charme";NA;"CV23p";"IN21h";"3DE11h";"CV22h";"";"";"";"";"";"NE";"T_43_NE.3"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;25;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_43_NE.4"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;10;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_43_NE.5"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"D";NA;NA;90;NA;"chene sessile";NA;"EP11h";"CV12h";"DE13h";"";"";"";"";"";"";"NE";"T_43_NE.6"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;10;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_43_NE.7"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"M";"";NA;NA;15;2;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_43_NE.8"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;25;NA;"charme";NA;"CV21p";"";"";"";"";"";"";"";"";"NE";"T_43_NE.9"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;75;NA;"chene sessile";NA;"2DE11h";"CV22h";"";"";"";"";"";"";"";"NE";"T_43_NE.10"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;35;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"NE";"T_43_NE.11"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"10";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"10";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"30";2;"CHA";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"5";3;"CHA";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"10";3;"CHA";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"5";3;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"5";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"5";3;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"5";3;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"5";3;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Est";"";1;NA;0;1;1;1;"15";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;25;NA;"charme";NA;"SE32p";"";"";"";"";"";"";"";"";"ES";"T_43_ES.3"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;20;NA;"charme";NA;"SE32p";"";"";"";"";"";"";"";"";"ES";"T_43_ES.4"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;75;NA;"chene sessile";NA;"DE11h";"CV44p";"";"";"";"";"";"";"";"ES";"T_43_ES.5"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"SE13t";"DE11h";"";"";"";"";"";"";"";"ES";"T_43_ES.6"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"IN13h";"3DE11h";"SE13t";"";"";"";"";"";"";"ES";"T_43_ES.7"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"CV22h";"2DE11h";"";"";"";"";"";"";"";"ES";"T_43_ES.8"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"";"";"";"";"";"";"";"";"";"ON";"T_43_3"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"CV22h";"";"";"";"";"";"";"";"";"ES";"T_43_ES.9"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;15;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"ES";"T_43_ES.10"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;15;NA;"charme";NA;"IN21h";"";"";"";"";"";"";"";"";"ES";"T_43_ES.11"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;75;NA;"chene sessile";NA;"3DE11h";"";"";"";"";"";"";"";"";"ES";"T_43_ES.12"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;25;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"ES";"T_43_ES.13"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;10;NA;"houx";NA;"";"";"";"";"";"";"";"";"";"ES";"T_43_ES.14"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;10;NA;"houx";NA;"";"";"";"";"";"";"";"";"";"ES";"T_43_ES.15"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;15;NA;"houx";NA;"";"";"";"";"";"";"";"";"";"ES";"T_43_ES.16"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;10;NA;"houx";NA;"";"";"";"";"";"";"";"";"";"ES";"T_43_ES.17"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"M";"";NA;NA;27;2;"hetre";NA;"SE13t";"CV22p";"";"";"";"";"";"";"";"ES";"T_43_ES.18"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"5";5;"CHE";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"10";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"5";5;"HET";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"20";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"5";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"10";4;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"15";3;"HET";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"10";4;"CHA";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"5";4;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Sud";"";15;NA;0;1;0;1;"5";4;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;10;NA;"houx";NA;"";"";"";"";"";"";"";"";"";"SO";"T_43_SO.2"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;15;NA;"alisier torminal";NA;"";"";"";"";"";"";"";"";"";"SO";"T_43_SO.3"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;15;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"SO";"T_43_SO.4"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"SE13t";"2DE13h";"DE11h";"CV12h";"IN13h";"2CV22t";"EX11t";"";"";"SO";"T_43_SO.5"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;10;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"SO";"T_43_SO.6"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"CV21p";"SE13t";"DE13t";"SE21t";"2CV22h";"IN23h";"DE11h";"";"";"SO";"T_43_SO.7"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"jumelle";"V";"D";NA;NA;95;NA;"chene sessile";NA;"2DE11h";"CV22h";"4CV44p";"";"";"";"";"";"";"SO";"T_43_SO.8"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;95;NA;"chene sessile";NA;"GR21t";"GR12t";"SE13t";"4GR12h";"5DE11h";"";"";"";"";"SO";"T_43_SO.9"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;20;NA;"houx";NA;"";"";"";"";"";"";"";"";"";"SO";"T_43_SO.10"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;25;NA;"charme";NA;"IN11p";"IN11t";"IN21h";"CV11h";"";"";"";"";"";"SO";"T_43_SO.11"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"D";NA;NA;100;NA;"chene sessile";NA;"CV44p";"CV22t";"3DE11h";"";"";"";"";"";"";"SO";"T_43_SO.12"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;15;NA;"charme";NA;"SE13t";"";"";"";"";"";"";"";"";"SO";"T_43_SO.13"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;15;NA;"houx";NA;"";"";"";"";"";"";"";"";"";"SO";"T_43_SO.14"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"15";2;"CHA";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"15";3;"HET";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"5";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"10";3;"HET";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"5";3;"HET";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"5";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"5";3;"CHA";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"10";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"5";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"5";1;"CHE";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"Ouest";"";10;NA;1;1;1;1;"5";3;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;20;NA;"charme";NA;"IN11t";"DE12h";"IN21h";"";"";"";"";"";"";"ON";"T_43_ON.3"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"";"";"";"";"";"";"";"";"";"NE";"T_43_4"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;90;NA;"chene sessile";NA;"CV44p";"CV21p";"2CV22t";"2DE13h";"2DE11h";"";"";"";"";"ON";"T_43_ON.4"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;10;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"ON";"T_43_ON.5"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;10;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"ON";"T_43_ON.6"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;15;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"ON";"T_43_ON.7"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"M";"";NA;NA;37;NA;"hetre";NA;"CV11t";"SE13t";"EP23t";"EP23h";"";"";"";"";"";"ON";"T_43_ON.8"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;25;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"ON";"T_43_ON.9"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"SE13t";"IN13h";"DE13t";"3DE11h";"DE11t";"";"";"";"";"ON";"T_43_ON.10"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"DE11t";"DE11h";"";"";"";"";"";"";"";"ON";"T_43_ON.11"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;25;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"ON";"T_43_ON.12"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"CV22t";"DE11h";"DE13h";"";"";"";"";"";"";"ON";"T_43_ON.13"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;30;NA;"charme";NA;"CV44p";"";"";"";"";"";"";"";"";"ON";"T_43_ON.14"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"";"";"";"";"";"";"";"";"";NA;"T_43_1"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"Nord";"";10;20;0;0;1;1;"5";2;"HET";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"Nord";"";10;20;0;0;1;1;"5";2;"HET";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"Nord";"";10;20;0;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"M";"";NA;NA;8;2;"chene";NA;"";"";"";"";"";"";"";"";"";"NE";"V_169_NE.2"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V_169_2";"D";2;3;47;NA;"chene sessile";16.3;"";"";"";"";"";"";"";"";"";"ES";"V_169_2"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"M";"";NA;NA;11;2;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"V_169_NE.3"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V_169_3";"D";1;3;55;NA;"chene sessile";16;"";"";"";"";"";"";"";"";"";"NE";"V_169_3"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"M";"";NA;NA;12;2;"chene";NA;"";"";"";"";"";"";"";"";"";"NE";"V_169_NE.5"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;20;NA;"hetre";NA;"SE12t";"";"";"";"";"";"";"";"";"NE";"V_169_NE.6"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;45;NA;"chene sessile";NA;"SE13t";"GR12t";"3DE11t";"";"";"";"";"";"";"NE";"V_169_NE.7"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;10;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"V_169_NE.8"
