placette;date;heure_debut;heure_fin;rq_placette;transect;rq_transect;pts_libres_15m;pts_libres_25m;arbustive_15m;arbustive_25m;arboree_15m;arboree_25m;BMS_classe_diametre.cm;BMS_sd_saprox;BMS_sp;BMS_contact_sol;quart;rq_quart;Cat_arbre;note_DEPERIS;BM;MR;diam;BMP_sd_saprox;BMP_sp;H_arbre_mort.m;code_DMH;code_DMH2;code_DMH3;code_DMH4;code_DMH5;code_DMH6;code_DMH7;code_DMH8;code_DMH9
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Est-Sud;piste de debardage;V;;;;75;;chene sessile;;3DE11h;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Est-Sud;piste de debardage;V;;;;25;;charme;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Est-Sud;piste de debardage;V;;;;10;;houx;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Est-Sud;piste de debardage;V;;;;10;;houx;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Est-Sud;piste de debardage;V;;;;15;;houx;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Est-Sud;piste de debardage;V;;;;10;;houx;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Est-Sud;piste de debardage;M;;;;27;2;hetre;;SE13t;CV22p;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;5;5;CHE;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;10;4;INC;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;5;5;HET;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;20;5;INC;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;5;4;INC;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;10;4;INC;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;15;3;HET;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;10;4;CHA;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;5;4;INC;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Sud;;15;;0;1;0;1;5;4;INC;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;10;;houx;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;alisier torminal;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;hetre;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;65;;chene sessile;;SE13t;2DE13h;DE11h;CV12h;IN13h;2CV22t;EX11t;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;10;;hetre;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;60;;chene sessile;;CV21p;SE13t;DE13t;SE21t;2CV22h;IN23h;DE11h;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;jumelle;V;D;;;95;;chene sessile;;2DE11h;CV22h;4CV44p;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;95;;chene sessile;;GR21t;GR12t;SE13t;4GR12h;5DE11h;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;20;;houx;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;25;;charme;;IN11p;IN11t;IN21h;CV11h;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;D;;;100;;chene sessile;;CV44p;CV22t;3DE11h;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;charme;;SE13t;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;houx;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;15;2;CHA;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;15;3;HET;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;5;5;INC;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;10;3;HET;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;5;3;HET;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;5;4;INC;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;5;3;CHA;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;10;4;INC;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;5;4;INC;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;5;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;Ouest;;10;;1;1;1;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;20;;charme;;IN11t;DE12h;IN21h;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Nord-Est;;T_43_4;D;;;92;;;15;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;90;;chene sessile;;CV44p;CV21p;2CV22t;2DE13h;2DE11h;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;10;;hetre;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;10;;charme;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;15;;hetre;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;M;;;;37;;hetre;;CV11t;SE13t;EP23t;EP23h;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;25;;charme;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;65;;chene sessile;;SE13t;IN13h;DE13t;3DE11h;DE11t;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;65;;chene sessile;;DE11t;DE11h;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;25;;hetre;;;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;70;;chene sessile;;CV22t;DE11h;DE13h;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;30;;charme;;CV44p;;;;;;;;
T_43;18/06/2024;14:25;17:45;DEPERIS fait sous la pluie;;;;;;;;;;;;;Centre;;T_43_1;B;;;82;;Quercus_petraea;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Nord;;10;20;0;0;1;1;5;2;HET;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Nord;;10;20;0;0;1;1;5;2;HET;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Nord;;10;20;0;0;1;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;M;;;;8;2;chene;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V_169_2;D;2;3;47;;chene sessile;16,3;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;M;;;;11;2;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V_169_3;D;1;3;55;;chene sessile;16;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;M;;;;12;2;chene;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;20;;hetre;;SE12t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;45;;chene sessile;;SE13t;GR12t;3DE11t;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;10;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;50;;chene sessile;;2CV44p;SE11t;9DE11h;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;50;;chene sessile;;SE13t;3DE11h;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;45;;chene sessile;;SE13t;DE11t;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;50;;chene sessile;;2DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;20;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;10;;alisier torminal;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;10;;alisier torminal;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;50;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;35;;chene sessile;;SE11t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;M;;;;19;2;hetre;;IN14t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V;;;;45;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Est;;15;18;0;0;1;0;5;2;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;C;;;;20;1;hetre;4;EP21p;CV12t;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Nord-Est;;V_169_4;D;2;3;52;;chene sessile;14,8;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;10;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;10;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;40;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;40;;chene sessile;;SE11t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;40;;chene sessile;;DE12h;DE11h;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;50;;chene sessile;;DE11t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;20;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;40;;chene sessile;;CV22t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;55;;chene sessile;;DE12h;2DE11t;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;40;;chene sessile;;SE13t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Est-Sud;;V;;;;40;;chene sessile;;SE13t;DE11t;DE11h;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Sud;;11;11;0;1;0;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Sud;;11;11;0;1;0;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Sud;;11;11;0;1;0;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Sud;;11;11;0;1;0;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Sud;;11;11;0;1;0;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;35;;chene sessile;;DE13h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;35;;chene sessile;;DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;40;;chene sessile;;DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;40;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;40;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;50;;chene sessile;;DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;35;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;M;;;;12;2;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;50;;chene sessile;;DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;35;;chene sessile;;DE11h;DE10h;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;D;1;3;55;;chene sessile;;3DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;10;2;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;20;;hetre;;IN11t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;35;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;40;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Sud-Ouest;;V;D;1;3;55;;chene sessile;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Ouest;;13;10;0;0;0;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Ouest;;13;10;0;0;0;1;5;3;CHE;Non;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Ouest;;13;10;0;0;0;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Ouest;;13;10;0;0;0;1;5;3;HET;Oui;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Ouest;;13;10;0;0;0;1;5;4;CHE;Non;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;Ouest;;13;10;0;0;0;1;5;5;CHE;Non;;;;;;;;;;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;35;;chene sessile;;2DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;M;;;;10;2;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;M;;;;14;2;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;45;;chene sessile;;DE13h;DE11h;DE12h;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;M;;;;30;2;chene;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;50;;chene sessile;;DE11h;DE12h;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;45;;chene sessile;;DE12h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;50;;chene sessile;;DE11t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;20;;hetre;;SE11t;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;15;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;10;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;20;;hetre;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;40;;chene sessile;;DE11h;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;M;;;;10;4;INC;;;;;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Ouest-Nord;;V;;;;50;;chene sessile;;CV44p;2DE11h;CV12t;;;;;;
V_169;24/06/2024;17:30;19:20;parfois erreur avec V_170;;;;;;;;;;;;;Centre;;V_169_1;C;;;55;;Quercus;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Nord;;24;52;0;0;0;0;5;4;CHE;Non;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Sud-Ouest;;V_179_2;D;3;2;84;;chene pedoncule;16,2;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;V;;;;55;;chene pedoncule;;2DE12h;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;V;;;;24;;chene pedoncule;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;M;;;;11;2;alisier torminal;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;V;;;;70;;chene pedoncule;;5DE11h;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;C;;;;12;2;alisier torminal;5;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;V;;;;50;;chene pedoncule;;DE12h;CV22t;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;M;;;;18;2;hetre;;IN23t;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Nord-Est;;M;;;;18;2;alisier torminal;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Est;;46;35;0;0;0;0;10;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Est;;46;35;0;0;0;0;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Est;;46;35;0;0;0;0;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Est-Sud;;V;;;;45;;chene pedoncule;;DE12h;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Est-Sud;;V;;;;15;;houx;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Est-Sud;;M;;;;65;2;chene pedoncule;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Est-Sud;;V;;;;45;;chene pedoncule;;2DE12h;CV44p;CV21p;CV22h;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Est-Sud;;M;;;;8;2;hetre;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;;;;;;;;;;;;;Est-Sud;;M;;;;61;4;chene;;2IN14p;IN14t;IN13t;IN14h;IN13h;CV31p;CV31t;CV31h;CV22h
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Sud;;51;80;0;0;0;0;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Sud;;51;80;0;0;0;0;5;3;HET;Oui;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Sud;;51;80;0;0;0;0;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Sud;;51;80;0;0;0;0;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
V_179;25/06/2024;11:22;13:15;Collecteur 3 au sol, piege a cote d une branche;Sud;;51;80;0;0;0;0;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
