"placette";"date";"heure_debut";"heure_fin";"rq_placette";"transect";"rq_transect";"pts_libres_15m";"pts_libres_25m";"arbustive_15m";"arbustive_25m";"arboree_15m";"arboree_25m";"BMS_classe_diametre.cm";"BMS_sd_saprox";"BMS_sp";"BMS_contact_sol";"quart";"rq_quart";"Cat_arbre";"note_DEPERIS";"BM";"MR";"diam";"BMP_sd_saprox";"BMP_sp";"H_arbre_mort.m";"code_DMH";"quart_abg";"num_arbre";"vol_BMP.m2";"effectif";"DMH";"strate"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;20;NA;"charme";NA;"SE32p";"ES";"T_43_ES.4";"";1;"SE32";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;75;NA;"chene sessile";NA;"DE11h";"ES";"T_43_ES.5";"";1;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;75;NA;"chene sessile";NA;"CV44p";"ES";"T_43_ES.5";"";1;"CV44";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"SE13t";"ES";"T_43_ES.6";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"DE11h";"ES";"T_43_ES.6";"";1;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"IN13h";"ES";"T_43_ES.7";"";1;"IN13";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"3DE11h";"ES";"T_43_ES.7";"";3;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"SE13t";"ES";"T_43_ES.7";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"CV22h";"ES";"T_43_ES.8";"";1;"CV22";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"2DE11h";"ES";"T_43_ES.8";"";2;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"1CV21p";"ON";"T_43_3";"0.219911485751286";1;"CV21";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"3CV22h";"ON";"T_43_3";"0.219911485751286";3;"CV22";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"1CV22t";"ON";"T_43_3";"0.219911485751286";1;"CV22";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"4DE11h";"ON";"T_43_3";"0.219911485751286";4;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"1GR22p";"ON";"T_43_3";"0.219911485751286";1;"GR22";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"2IN11p";"ON";"T_43_3";"0.219911485751286";2;"IN11";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"T_43_3";"D";NA;NA;84;NA;"";21;"1SE11h";"ON";"T_43_3";"0.219911485751286";1;"SE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"CV22h";"ES";"T_43_ES.9";"";1;"CV22";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;15;NA;"charme";NA;"IN21h";"ES";"T_43_ES.11";"";1;"IN21";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"V";"";NA;NA;75;NA;"chene sessile";NA;"3DE11h";"ES";"T_43_ES.12";"";3;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"M";"";NA;NA;27;2;"hetre";NA;"SE13t";"ES";"T_43_ES.18";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"piste de debardage";"M";"";NA;NA;27;2;"hetre";NA;"CV22p";"ES";"T_43_ES.18";"";1;"CV22";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"SE13t";"SO";"T_43_SO.5";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"2DE13h";"SO";"T_43_SO.5";"";2;"DE13";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"DE11h";"SO";"T_43_SO.5";"";1;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"CV12h";"SO";"T_43_SO.5";"";1;"CV12";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"IN13h";"SO";"T_43_SO.5";"";1;"IN13";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"2CV22t";"SO";"T_43_SO.5";"";2;"CV22";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;65;NA;"chene sessile";NA;"EX11t";"SO";"T_43_SO.5";"";1;"EX11";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"CV21p";"SO";"T_43_SO.7";"";1;"CV21";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"SE13t";"SO";"T_43_SO.7";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"DE13t";"SO";"T_43_SO.7";"";1;"DE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"SE21t";"SO";"T_43_SO.7";"";1;"SE21";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"2CV22h";"SO";"T_43_SO.7";"";2;"CV22";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"IN23h";"SO";"T_43_SO.7";"";1;"IN23";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"DE11h";"SO";"T_43_SO.7";"";1;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"jumelle";"V";"D";NA;NA;95;NA;"chene sessile";NA;"2DE11h";"SO";"T_43_SO.8";"";2;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"jumelle";"V";"D";NA;NA;95;NA;"chene sessile";NA;"CV22h";"SO";"T_43_SO.8";"";1;"CV22";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"jumelle";"V";"D";NA;NA;95;NA;"chene sessile";NA;"4CV44p";"SO";"T_43_SO.8";"";4;"CV44";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;95;NA;"chene sessile";NA;"GR21t";"SO";"T_43_SO.9";"";1;"GR21";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;95;NA;"chene sessile";NA;"GR12t";"SO";"T_43_SO.9";"";1;"GR12";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;95;NA;"chene sessile";NA;"SE13t";"SO";"T_43_SO.9";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;95;NA;"chene sessile";NA;"4GR12h";"SO";"T_43_SO.9";"";4;"GR12";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;95;NA;"chene sessile";NA;"5DE11h";"SO";"T_43_SO.9";"";5;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;25;NA;"charme";NA;"IN11p";"SO";"T_43_SO.11";"";1;"IN11";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;25;NA;"charme";NA;"IN11t";"SO";"T_43_SO.11";"";1;"IN11";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;25;NA;"charme";NA;"IN21h";"SO";"T_43_SO.11";"";1;"IN21";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;25;NA;"charme";NA;"CV11h";"SO";"T_43_SO.11";"";1;"CV11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"D";NA;NA;100;NA;"chene sessile";NA;"CV44p";"SO";"T_43_SO.12";"";1;"CV44";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"D";NA;NA;100;NA;"chene sessile";NA;"CV22t";"SO";"T_43_SO.12";"";1;"CV22";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"D";NA;NA;100;NA;"chene sessile";NA;"3DE11h";"SO";"T_43_SO.12";"";3;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;15;NA;"charme";NA;"SE13t";"SO";"T_43_SO.13";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;20;NA;"charme";NA;"IN11t";"ON";"T_43_ON.3";"";1;"IN11";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;20;NA;"charme";NA;"DE12h";"ON";"T_43_ON.3";"";1;"DE12";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;20;NA;"charme";NA;"IN21h";"ON";"T_43_ON.3";"";1;"IN21";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"1CV22h";"NE";"T_43_4";"0.286670329640069";1;"CV22";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"2CV22t";"NE";"T_43_4";"0.286670329640069";2;"CV22";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"1CV23h";"NE";"T_43_4";"0.286670329640069";1;"CV23";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"1CV44p";"NE";"T_43_4";"0.286670329640069";1;"CV44";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"3DE11h";"NE";"T_43_4";"0.286670329640069";3;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"1GR12t";"NE";"T_43_4";"0.286670329640069";1;"GR12";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"1IN11h";"NE";"T_43_4";"0.286670329640069";1;"IN11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_43_4";"D";NA;NA;92;NA;"";15;"1IN14h";"NE";"T_43_4";"0.286670329640069";1;"IN14";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;90;NA;"chene sessile";NA;"CV44p";"ON";"T_43_ON.4";"";1;"CV44";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;90;NA;"chene sessile";NA;"CV21p";"ON";"T_43_ON.4";"";1;"CV21";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;90;NA;"chene sessile";NA;"2CV22t";"ON";"T_43_ON.4";"";2;"CV22";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;90;NA;"chene sessile";NA;"2DE13h";"ON";"T_43_ON.4";"";2;"DE13";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;90;NA;"chene sessile";NA;"2DE11h";"ON";"T_43_ON.4";"";2;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"M";"";NA;NA;37;NA;"hetre";NA;"CV11t";"ON";"T_43_ON.8";"";1;"CV11";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"M";"";NA;NA;37;NA;"hetre";NA;"SE13t";"ON";"T_43_ON.8";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"M";"";NA;NA;37;NA;"hetre";NA;"EP23t";"ON";"T_43_ON.8";"";1;"EP23";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"M";"";NA;NA;37;NA;"hetre";NA;"EP23h";"ON";"T_43_ON.8";"";1;"EP23";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"SE13t";"ON";"T_43_ON.10";"";1;"SE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"IN13h";"ON";"T_43_ON.10";"";1;"IN13";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"DE13t";"ON";"T_43_ON.10";"";1;"DE13";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"3DE11h";"ON";"T_43_ON.10";"";3;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"DE11t";"ON";"T_43_ON.10";"";1;"DE11";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"DE11t";"ON";"T_43_ON.11";"";1;"DE11";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"DE11h";"ON";"T_43_ON.11";"";1;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"CV22t";"ON";"T_43_ON.13";"";1;"CV22";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"DE11h";"ON";"T_43_ON.13";"";1;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"DE13h";"ON";"T_43_ON.13";"";1;"DE13";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;30;NA;"charme";NA;"CV44p";"ON";"T_43_ON.14";"";1;"CV44";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"1CV22h";NA;"T_43_1";"0.0451603943953533";1;"CV22";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"1CV44p";NA;"T_43_1";"0.0451603943953533";1;"CV44";"p"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"3DE11h";NA;"T_43_1";"0.0451603943953533";3;"DE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"1EX11t";NA;"T_43_1";"0.0451603943953533";1;"EX11";"t"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"1IN13h";NA;"T_43_1";"0.0451603943953533";1;"IN13";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"1SE11h";NA;"T_43_1";"0.0451603943953533";1;"SE11";"h"
"T_43";"18/06/2024";"14:25";"17:45";"DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_43_1";"B";NA;NA;82;NA;"Quercus_petraea";NA;"1SE13t";NA;"T_43_1";"0.0451603943953533";1;"SE13";"t"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V_169_2";"D";2;3;47;NA;"chene sessile";16.3;"1CV22h";"ES";"V_169_2";"0";1;"CV22";"h"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V_169_2";"D";2;3;47;NA;"chene sessile";16.3;"1SE11h";"ES";"V_169_2";"0";1;"SE11";"h"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V_169_3";"D";1;3;55;NA;"chene sessile";16;"1CV22h";"NE";"V_169_3";"0";1;"CV22";"h"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V_169_3";"D";1;3;55;NA;"chene sessile";16;"1CV44p";"NE";"V_169_3";"0";1;"CV44";"p"
"V_169";"24/06/2024";"17:30";"19:20";"parfois erreur avec V_170";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V_169_3";"D";1;3;55;NA;"chene sessile";16;"1SE11h";"NE";"V_169_3";"0";1;"SE11";"h"
