LOCA	strate	num.trap	num.tree2	Abdera.biflexuosa	Abdera.quadrifasciata	Aegomorphus.francottei	Agrilus.angustulus	Agrilus.cinctus	Agrilus.graminis	Agrilus.hastulifer	Agrilus.laticornis	Agrilus.obscuricollis	Agrilus.olivicolor	Agrilus.sp.	Agrilus.sulcicollis	Agrilus.viridis	Ahasverus.advena	Allandrus.therondi	Allecula.rhenana	Allonyx.quadrimaculatus	Alphitobius.diaperinus	Alphitophagus.bifasciatus	Ampedus.balteatus	Ampedus.elongatulus	Ampedus.nigerrimus	Ampedus.pomonae	Ampedus.pomorum	Ampedus.quercicola	Ampedus.rufipennis	Ampedus.sanguineus	Ampedus.sanguinolentus	Ampedus.scrofa	Anaglyptus.mysticus	Anaspis.fasciata	Anaspis.flava	Anaspis.frontalis	Anaspis.garneysi	Anaspis.lurida	Anaspis.maculata	Anaspis.regimbarti	Anaspis.sp.	Anastrangalia.dubia	Anisandrus.dispar	Anisoxya.fuscula	Anobium.hederae	Anobium.inexspectatum	Anoplodera.rufipes	Anthaxia.ignipennis	Anthrenus.fuscus	Anthrenus.pimpinellae	Anthrenus.scrophulariae	Anthrenus.sp.	Anthribus.nebulosus	Aplocnemus.impressus	Aplocnemus.sp.	Arhopalus.rusticus	Aspidiphorus.lareyniei	Aspidiphorus.orbiculatus	Attagenus.pellio	Attagenus.punctatus	Attagenus.sp.	Attagenus.unicolor	Aulonium.ruficorne	Aulonothroscus.brevicollis	Berginus.tamarisci	Bitoma.crenata	Brachygonus.bouyoni	Brachygonus.megerlei	Brachygonus.ruficeps	Calambus.bipustulatus	Callimus.angulatus	Calyptomerus.alpestris	Cardiophorus.vestigialis	Cariderus.aeneus	Cartodere.bifasciata	Cartodere.constricta	Cartodere.delamarei	Cerambyx.cerdo	Cerambyx.scopolii	Cerylon.deplanatum	Cerylon.fagi	Cerylon.ferrugineum	Cerylon.histeroides	Cetonia.aurata	Cetonischema.speciosissima	Chlorophorus.glabromaculatus	Choragus.sheppardi	Chrysobothris.affinis	Chrysobothris.solieri	CLAMBIDAE	Clambus.simsoni	Clambus.sp.	Clerus.mutillarius	Clytus.arietis	Clytus.tropicus	Colobicus.hirtus	Colydium.elongatum	Colydium.noblecourti	Conopalpus.brevicollis	Conopalpus.testaceus	Coraebus.undatus	Corticariinae	Corticeus.linearis	Corticeus.suberis	Cortodera.humeralis	CORYLOPHIDAE	Coxelus.pictus	Cryptarcha.strigata	Cryptarcha.undata	Cryptolestes.corticinus	Cryptolestes.duplicatus	Cryptolestes.ferrugineus	Cryptolestes.pusillus	Cryptolestes.sp.	Cryptophilus.integer	Ctesias.serra	Cyclorhipidion.bodoanum	Dacne.bipustulata	Dasytes.aeratus	Dasytes.caeruleus	Dasytes.nigrocyaneus	Dasytes.pauperculus	Dermestes.bicolor	Dermestes.lardarius	Dermestes.murinus	Dermestes.mustelinus	Dermestes.undulatus	Deroplia.genei	Dicerca.alni	Diplocoelus.fagi	Dissoleucas.niveirostris	Dorcus.parallelipipedus	Dromaeolus.barnabita	Dryocoetes.autographus	Dryocoetes.villosus	Eidophelus.caucasicus	Eidophelus.fagi	Endophloeus.markovichianus	Enicmus.sp.	Epuraea.sp.	Ernoporus.tiliae	Eucinetus.haemorrhoidalis	Eucnemis.capucina	Euglenes.oculatus	Eulagius.filicornis	Exocentrus.adspersus	Gasterocercus.depressirostris	Gastrallus.immarginatus	Gastrallus.laevigatus	Globicornis.fasciata	Globicornis.nigripes	Gnathotrichus.materiarius	Gnorimus.nobilis	Gonodera.luperus	Grammoptera.abdominalis	Grammoptera.ruficornis	Hedobia.pubescens	Hemicoelus.canaliculatus	Hemicoelus.costatus	Hemicoelus.fulvicornis	Hemicrepidius.hirtus	Hololepta.plana	Hoshihananomia.gacognei	Hylastes.angustatus	Hylastes.attenuatus	Hylastinus.obscurus	Hylesinus.crenatus	Hylesinus.wachtli	Hylis.olexai	Hylis.simonae	Hylotrupes.bajulus	Hylurgus.ligniperda	Hyperisus.plumbeum	Ipidia.binotata	Ips.sexdentatus	Ischnomera.caerulea	Isorhipis.marmottani	Isorhipis.melasoides	Kissophagus.vicinus	Laemophloeus.monilis	Lathropus.sepicola	Latridius.hirtus	Leiopus.femoratus	Leiopus.linnei	Leptophloeus.alternans	Leptura.aurulenta	Lichenophanes.varius	Liocola.marmorata	Lissodema.denticolle	Litargus.connexus	Lucanus.cervus	Lygistopterus.sanguineus	Lymexylon.navale	Malthininae	Megatoma.undata	Melandrya.barbata	Melandrya.caraboides	Melanopsacus.grenieri	Melanotus.villosus	Melasis.buprestoides	Meliboeus.fulgidicollis	Mesocoelopus.niger	Mesosa.curculionoides	Mesosa.nebulosa	Microrhagus.pyrenaeus	Monotoma.bicolor	Monotoma.longicollis	Monotoma.picipes	Mordella.brachyura	Mordellistena.neuwaldeggiana	Mordellistena.variegata	Mycetochara.maura	Mycetophagus.fulvicollis	Mycetophagus.multipunctatus	Mycetophagus.piceus	Mycetophagus.populi	Nacerdes.carniolica	Nalassus.laevioctostriatus	Necydalis.ulmi	Nematodes.filum	Nemozoma.elongatum	Notolaemus.unifasciatus	Obrium.cantharinum	Oligomerus.brunneus	Opilo.mollis	Opilo.pallidus	Orchesia.undulata	Oxylaemus.cylindricus	Oxylaemus.variolosus	Palorus.depressus	Paratillus.carus	Pediacus.dermestoides	Pedostrangalia.revestita	Pentaphyllus.testaceus	Phaenops.cyanea	Phaeochrotes.pudens	Phloeotribus.sharpi	Phloeotribus.sp.	Phloiotrya.tenuis	Phymatodes.testaceus	Placonotus.testaceus	Plagionotus.arcuatus	Plagionotus.detritus	Platycerus.caraboides	Platydema.violacea	Platypus.cylindrus	Platystomos.albinus	Poecilium.alni	Poecilium.pusillum	Poecilium.rufipes	Pogonocherus.hispidus	Potosia.cuprea	Potosia.fieberi	Prionocyphon.serricornis	Prionychus.fairmairii	Procraerus.tibialis	Pseudeuparius.sepicola	Pseudosphegesthes.cinerea	Psilothrix.viridicoerulea	PTILIIDAE	Ptilinus.pectinicornis	Ptinomorphus.imperialis	Pycnomerus.terebrans	Pyrochroa.coccinea	Pyrrhidium.sanguineum	Quedius.dilatatus	Rhagium.bifasciatum	Rhagium.mordax	Rhagium.sycophanta	Rhaphitropis.oxyacanthae	Rhizophagus.bipustulatus	Rhizophagus.fenestralis	Rhizophagus.perforatus	Rhizophagus.sp.	Ropalopus.femoratus	Rutpela.maculata	Salpingus.planirostris	Salpingus.ruficollis	Salpingus.tapirus	Scolytus.carpini	Scolytus.intricatus	Scolytus.pygmaeus	Scolytus.rugulosus	Scolytus.scolytus	Scraptia.fuscula	Silvanoprus.fagi	Silvanus.unidentatus	Soronia.grisea	Soronia.oblonga	Stenagostus.rhombeus	Stenocorus.meridianus	Stictoleptura.scutellata	Symbiotes.gibberosus	Symbiotes.latus	Symbiotes.sp.	Synchita.separanda	Synchita.undata	Taphrorychus.bicolor	Taphrorychus.villifrons	Tenebroides.fuscus	Teredus.cylindricus	Tetratoma.desmarestii	Thanasimus.formicarius	Thanasimus.sp.	Tilloidea.unifasciata	Tillus.elongatus	Tolida.artemisiae	Tomoxia.bucephala	Tribolium.castaneum	Trichoferus.pallidus	Triplax.lepida	Triplax.rufipes	Triplax.russica	Tritoma.bipustulata	Tropideres.albirostris	Trox.scaber	Trypodendron.signatum	Trypophloeus.granulatus	Typhaea.stercorea	Uleiota.planatus	Valgus.hemipterus	Variimorda.mendax	Variimorda.villosa	Vincenzellus.ruficollis	Xestobium.rufovillosum	Xyleborinus.saxesenii	Xyleborus.dryographus	Xyleborus.monographus	Xylopertha.retusa	Xylosandrus.germanus	Xylotrechus.antilope	Xylotrechus.arvicola
Vierzon	infra 	4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	9	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	32	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	4	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	1	1	0	0	0	0
Vierzon	infra 	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	20	0	0	0	5	0	1	1	1	0	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	15	0	0	0	0	0	13	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	228	0	3	0	0	0	0
Vierzon	infra 	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	10	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	1	0	0	5	1
Vierzon	infra 	4	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	4	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	15	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	2	3	8	0	0	0	0
Vierzon	infra 	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	6	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0
Vierzon	infra 	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	1	0	0	0	1	1	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	13	0	0	0	1	0	4	2	0	1	0	0	0	0	2	9	1	4	0	0	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	28	0	0	0	0	0	11	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	8	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	36	0	11	0	0	1	0
Vierzon	infra 	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	11	0	0	1	5	0	1	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0	4	4	0	0	0	1	0	0	0	0	2	0	0	1	2	3	0	0	0	1	0	0	0	0	0	0	0	3	205	0	3	0	1	0	1
Vierzon	infra 	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	6	0	0	4	0	1	5	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	16	0	0	4	1	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	26	0	0	0	0	0	8	0	5	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	1	5	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	6	0	6	0	0	1	0
Vierzon	infra 	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	6	0	4	0	0	0	0
Vierzon	infra 	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	10	0	0	0	0	0	6	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0
Vierzon	intra.inf	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	25	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	39	0	0	0	1	0	1	2	0	0	0	0	0	0	3	9	3	3	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	36	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	38	0	1	0	0	0	0
Vierzon	intra.inf	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	224	0	3	0	0	1	0
Vierzon	intra.inf	3	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	7	0	0	0	0	0	0	1	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	5	0	0	5	1
Vierzon	intra.inf	3	14	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	12	0	2	2	0	0	1	0	0	1	1	1	3	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	4	0	0	0	0	0	0	0	0	2	0	0	0	1	0	5	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	101	0	0	1	6	0	0	0	0	0	0	0	0	0	3	3	7	6	0	2	22	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	65	0	0	0	0	0	4	1	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0
Vierzon	intra.inf	3	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	4	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	1	0	0	1	0	0	0	0	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	22	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
